0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,label
29.25,43.25,36.972156862745095,36.33,3.1883232670013184,35.25,39.665,0.0,7.07,2.303921568627451,2.17,1.6246994533529857,1.3,2.875,12.0,23.0,16.59294117647059,16.25,2.546596390571264,14.67,18.0,0.47,6.22,2.5372549019607846,2.28,1.4578327454565871,1.49,3.23,12.5,24.0,19.964117647058824,20.5,2.2992991771151385,18.875,21.5,0.0,9.34,2.6517647058823526,2.36,1.895025810781851,1.3,3.3,r
26.5,42.0,35.94274509803921,36.0,3.6723496992695956,33.165,38.75,0.0,8.44,2.6482352941176472,2.05,2.0754649656232242,1.17,3.795,7.0,28.5,19.578431372549023,20.25,5.330187003304489,15.585,22.75,0.5,8.32,3.275490196078431,3.35,1.6953174495951964,1.795,4.27,10.5,24.75,19.16333333333333,19.0,3.5291832860687,17.125,22.0,0.43,11.09,3.3511764705882348,2.86,2.0525512388818203,2.29,3.9299999999999997,r
27.67,43.75,36.86313725490196,35.5,4.032240315356255,33.875,40.585,0.0,9.12,2.8923529411764703,2.49,1.9954013012276943,1.355,4.495,11.0,24.0,16.864313725490195,16.5,2.4656790179599297,15.29,18.415,0.0,9.63,3.4007843137254907,3.04,1.8986224934275429,2.0549999999999997,4.385,10.75,23.33,17.545686274509805,17.75,3.0486857856472915,15.165,19.75,0.47,6.78,3.410588235294118,3.3,1.588501698790034,2.32,4.27,r
29.67,43.5,36.71098039215686,36.0,3.754512620781536,33.75,39.875,0.0,7.02,2.676078431372549,2.05,1.7621226727232955,1.475,4.07,6.0,24.0,14.686078431372552,14.25,3.807760537865464,12.0,17.335,0.0,7.52,3.106078431372549,2.62,1.9689470063273646,1.65,4.57,8.67,21.25,17.004313725490196,17.25,3.0963237911445636,16.125,19.25,0.47,8.34,2.7682352941176482,2.29,1.7679928799430757,1.3,3.8049999999999997,r
42.0,42.67,42.296274509803915,42.25,0.1855797487261337,42.25,42.5,0.0,0.5,0.3727450980392156,0.43,0.1883090909263018,0.43,0.5,0.0,8.67,4.69921568627451,4.75,2.1704735364774708,4.125,6.25,0.0,4.18,1.060392156862745,0.82,1.0319049583838886,0.43,1.5,0.0,13.5,8.58921568627451,9.67,3.910417800254727,6.375,11.67,0.0,3.09,1.0335294117647058,0.94,0.8155263908161693,0.47,1.495,r
38.33,43.75,41.42372549019607,42.0,1.5434454454684348,39.65,42.5,0.0,1.7,0.3568627450980392,0.47,0.3131740103908907,0.0,0.5,4.0,16.75,12.54235294117647,12.25,2.4716873493508795,12.0,14.5,0.0,4.11,0.6250980392156863,0.43,0.7781706048136736,0.0,0.83,10.0,20.0,15.356274509803923,15.5,2.0710943588202966,14.25,17.0,0.0,2.36,0.7927450980392157,0.82,0.5068809660319572,0.47,1.09,r
29.33,43.75,37.315490196078436,36.67,4.053664176384369,33.5,40.75,0.0,6.8,2.3970588235294117,1.87,1.6535649900958196,1.2349999999999999,3.4050000000000002,9.33,23.75,15.812156862745097,15.25,3.1306026983477095,13.585,18.0,0.0,7.46,2.994901960784314,2.49,1.9206429887399894,1.5,4.18,10.0,20.67,16.772745098039216,17.5,2.9512479248151093,15.25,19.29,0.47,8.22,2.9572549019607846,2.59,1.537998801600798,2.14,3.8,r
19.33,43.75,34.5964705882353,34.25,4.757714503216607,32.125,37.625,0.47,11.19,4.262156862745098,3.77,2.236072730235303,2.4450000000000003,5.405,8.67,22.5,16.143725490196076,16.25,2.8327957644590716,14.375,18.04,0.47,8.07,3.18607843137255,2.95,1.7163415492627012,2.1500000000000004,4.449999999999999,9.5,23.0,16.643137254901962,16.5,3.2244953032659724,14.875,19.125,0.5,8.86,3.491176470588235,2.95,1.901122454823806,2.12,4.675,r
30.75,42.75,36.529411764705884,35.75,2.9347009467846674,34.5,38.75,0.0,6.47,2.425882352941177,2.05,1.546679251132035,1.3,3.4,8.5,22.67,14.429803921568627,15.0,2.7869642912646575,12.585,16.0,0.5,7.05,2.786274509803922,2.29,1.604204426853777,1.63,3.865,9.25,22.25,16.039215686274513,16.75,3.059516852797026,13.875,18.125,0.47,6.87,3.2821568627450985,2.74,1.7222291528428966,1.795,4.41,r
42.75,45.0,44.37078431372549,44.5,0.5088215527559928,44.125,44.67,0.0,1.0,0.4268627450980391,0.47,0.2464912996117991,0.43,0.5,0.0,12.5,6.137254901960785,5.67,3.5527465873216304,4.125,8.875,0.0,5.15,0.9574509803921569,0.82,1.0566169469344222,0.0,1.25,6.5,17.75,14.099607843137253,14.75,1.9979929537256271,12.71,15.415,0.0,2.29,0.771372549019608,0.71,0.542545922877845,0.43,1.045,r
25.25,28.5,27.083333333333332,27.0,0.47918959365439767,27.0,27.0,0.0,1.48,0.17254901960784316,0.0,0.35339973478911896,0.0,0.0,0.0,8.33,4.892352941176471,6.5,2.8283433937450337,2.585,7.0,0.0,2.05,0.4974509803921569,0.47,0.4689342944901978,0.0,0.82,7.25,12.5,9.490196078431373,9.0,1.4967010258512934,8.5,10.375,0.0,1.64,0.4541176470588235,0.47,0.42243189496338096,0.0,0.5,r
24.0,42.67,34.57862745098039,35.5,4.621701859535227,31.125,37.75,0.0,12.51,4.263137254901961,3.68,2.5503282064832975,2.57,5.675,7.67,22.67,15.674901960784315,15.75,3.5411791101547063,13.415,18.125,0.43,8.26,3.43078431372549,3.11,1.8896251936691097,2.005,4.515000000000001,5.75,23.25,16.37411764705882,16.5,3.2819099173929738,14.5,18.25,0.43,7.91,3.1894117647058824,2.94,1.8222770500280203,2.02,4.485,r
26.75,30.0,27.426470588235293,27.0,0.7765611979217395,27.0,27.5,0.0,0.83,0.2227450980392157,0.0,0.2559459195327993,0.0,0.47,10.0,19.0,14.596470588235295,15.0,1.6756465301839905,14.0,15.29,0.0,5.15,0.7945098039215687,0.43,1.2347393469481567,0.0,0.83,9.25,15.75,13.196078431372548,13.25,1.2103521445122862,12.875,13.875,0.0,2.17,1.0501960784313726,1.12,0.44842163282374514,0.83,1.3,g
45.5,47.0,46.28764705882353,46.33,0.31637691594232414,46.125,46.5,0.0,1.0,0.5129411764705882,0.5,0.20902912828261097,0.44999999999999996,0.5,17.25,19.0,18.081764705882353,18.0,0.29640989107891075,18.0,18.25,0.0,0.87,0.2052941176470588,0.0,0.2617277435899868,0.0,0.43,10.75,16.25,13.353921568627452,13.33,1.423459277157408,12.25,14.5,0.0,1.5,0.7011764705882353,0.71,0.33568823070714604,0.47,0.83,r
0.0,40.0,38.77313725490197,39.5,5.540104508110323,39.5,39.67,0.0,0.83,0.46882352941176464,0.5,0.13777731393554643,0.47,0.5,0.0,13.25,8.344901960784313,8.5,3.0307321706472314,7.0,10.375,0.0,3.5,1.5058823529411767,1.41,1.0261406852290542,0.485,2.3200000000000003,0.0,14.33,8.710392156862746,10.5,4.659645034027513,3.665,12.67,0.0,3.19,0.8407843137254901,0.82,0.736450522811288,0.43,1.12,r
47.33,48.0,47.822156862745096,48.0,0.2234216974735462,47.55,48.0,0.0,0.5,0.20392156862745095,0.0,0.23746223641979414,0.0,0.48,16.67,19.0,18.011764705882353,18.0,0.3718478499728239,18.0,18.0,0.0,0.94,0.13568627450980392,0.0,0.23267363324589044,0.0,0.43,9.0,17.0,14.996862745098037,15.5,1.6930026464197607,14.375,16.25,0.0,1.48,0.7270588235294118,0.83,0.34834060410837586,0.5,0.87,r
39.0,39.67,39.331568627450984,39.33,0.2270715530313707,39.25,39.5,0.0,0.5,0.3605882352941176,0.47,0.20333629056030192,0.43,0.5,0.0,8.5,3.914901960784314,3.33,2.429822522365796,2.33,5.5,0.0,1.63,0.5111764705882353,0.47,0.42360664328512854,0.0,0.825,11.75,18.0,16.833725490196077,17.5,1.5298300046532147,16.46,17.75,0.0,1.0,0.4286274509803921,0.43,0.2707841916201397,0.43,0.5,r
41.0,41.67,41.42980392156863,41.5,0.15896528169482105,41.33,41.5,0.47,0.94,0.582156862745098,0.5,0.1511332355968097,0.5,0.6599999999999999,2.33,7.33,5.710588235294118,6.0,0.9897907087151422,5.125,6.33,0.0,2.16,0.8172549019607842,0.83,0.47850633613933496,0.47,1.045,1.0,10.0,4.272745098039215,2.67,3.024374367323842,2.0,7.625,0.0,1.92,0.5766666666666665,0.5,0.40701187533862776,0.43,0.82,r
26.75,30.0,28.91333333333333,29.0,0.7464145407658314,28.625,29.5,0.0,1.12,0.5164705882352942,0.47,0.24816787487031244,0.43,0.71,0.0,13.0,8.006666666666666,8.33,3.3086152188894173,5.375,11.125,0.0,4.61,1.0727450980392155,0.94,0.8906606052394426,0.44999999999999996,1.41,5.25,16.5,10.898823529411766,10.5,2.249005688795672,10.0,11.585,0.0,3.3,0.9603921568627449,0.83,0.5666743713432388,0.5,1.17,r
40.0,45.0,43.16705882352941,44.25,1.8144578188733373,40.71,44.5,0.0,1.09,0.547843137254902,0.5,0.1737275306391039,0.5,0.5,2.0,21.0,11.475294117647058,10.75,5.224249746304698,8.0,14.415,0.0,4.64,0.9652941176470587,0.5,1.1326276580433245,0.215,1.2349999999999999,2.67,23.0,16.307450980392154,18.25,5.239437696217889,12.375,20.5,0.0,4.5,0.9480392156862744,0.83,0.9461755008619557,0.43,1.25,r
48.0,48.25,48.009803921568626,48.0,0.04900980294098034,48.0,48.0,0.0,0.43,0.016862745098039214,0.0,0.0842968610584862,0.0,0.0,1.0,9.75,5.405294117647059,5.25,2.2068523765228854,3.67,7.125,0.0,1.58,0.4862745098039215,0.43,0.33175871222509723,0.43,0.71,9.0,11.5,10.39549019607843,10.5,0.7044808406918962,10.0,11.0,0.0,1.22,0.7011764705882351,0.83,0.3058604064525092,0.485,0.87,r
22.25,46.0,34.94705882352942,35.0,4.938036976012897,31.875,37.71,0.0,12.28,4.024509803921569,3.83,2.338445905917424,2.4850000000000003,4.945,9.25,20.75,15.100392156862744,15.0,2.353055852107479,13.5,16.25,0.71,6.1,3.071764705882353,2.95,1.397560311231473,1.88,3.7350000000000003,7.0,20.75,15.058823529411764,14.75,2.9202408442173557,13.29,17.25,0.94,8.64,3.531764705882353,3.24,1.6684468296980315,2.49,4.155,r
24.5,43.75,34.74333333333333,35.5,4.454853832244854,32.125,37.5,0.71,9.76,3.8447058823529416,3.2,2.280213457500132,2.12,5.720000000000001,9.33,22.25,15.609803921568627,15.75,2.922640238001303,13.5,17.415,0.47,6.18,3.3947058823529415,3.3,1.3657896660045081,2.47,4.359999999999999,8.5,21.5,15.636470588235294,15.33,3.2137627936917883,13.25,18.25,0.5,9.67,3.4594117647058824,3.3,1.8395645264732692,2.26,4.4399999999999995,r
26.0,42.25,34.26117647058823,35.33,4.667953576058281,29.75,38.0,0.0,10.95,4.239803921568627,3.67,2.3231698088569233,2.49,5.16,9.67,20.67,15.137254901960784,14.75,2.6614087085086147,13.375,17.25,0.47,7.46,3.0192156862745096,2.69,1.509925618217341,2.105,3.965,7.0,21.33,15.218823529411766,15.75,3.054200155234639,12.875,17.29,0.0,8.38,3.299019607843137,3.27,1.8601034970151107,1.9249999999999998,4.355,r
20.25,44.0,34.58705882352941,35.5,4.5714808515918115,31.75,37.875,0.71,11.67,4.585098039215686,4.44,2.8162097738265306,2.085,5.845,7.67,21.0,14.609019607843134,14.25,2.7253647498285147,12.75,16.75,1.12,8.22,3.3984313725490196,3.2,1.6169370705738917,2.09,4.32,7.33,21.0,14.790588235294118,15.0,2.7560750438002994,13.125,16.835,0.43,7.72,3.698823529411765,3.74,1.6676578150913617,2.335,4.9350000000000005,r
39.5,41.67,41.272745098039216,41.4,0.42126038708320324,41.25,41.5,0.0,1.0,0.6062745098039215,0.5,0.20992342207875442,0.5,0.83,0.0,12.0,6.824313725490195,7.75,3.5889208711822893,3.125,10.0,0.0,2.62,0.5250980392156863,0.47,0.49297209880081283,0.215,0.76,1.0,10.5,6.851764705882353,7.33,2.51053994661097,5.415,8.5,0.0,2.0,0.8380392156862746,0.8,0.4913533132394373,0.47,1.105,r
48.0,48.25,48.02450980392157,48.0,0.07508165489625801,48.0,48.0,0.0,0.43,0.042156862745098035,0.0,0.12914044642156375,0.0,0.0,1.5,7.25,4.990196078431373,6.0,1.897065618470883,3.0,6.29,0.0,1.64,0.34784313725490196,0.43,0.40860403192083256,0.0,0.485,9.5,12.0,10.829607843137254,11.0,0.8920066385051486,10.0,11.67,0.0,1.3,0.6058823529411764,0.5,0.3406122515153454,0.44999999999999996,0.83,r
