0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,label
44.33,44.67,44.5,44.5,0.06106580268910408,44.5,44.5,0.47,0.5,0.49624999999999997,0.5,0.010080322575483715,0.5,0.5,9.5,16.0,12.385625000000001,12.0,1.7120934883654062,11.0,14.0625,0.0,2.77,0.835,0.825,0.6103727047547894,0.45999999999999996,1.03,15.0,21.0,19.5234375,19.875,1.3241274896591217,19.0,20.5,0.0,1.66,0.7253125,0.605,0.42684880132612346,0.47,0.9025,r
32.25,44.0,37.71062499999999,36.875,3.574955842271838,34.9375,40.8125,0.47,7.56,2.5046875,2.005,1.6151240527108626,1.5,2.74,8.33,22.5,15.2240625,15.75,3.3827025456130153,12.8125,17.625,0.0,7.83,3.2700000000000005,3.215,1.9801172985783018,1.6849999999999998,4.6875,15.0,24.5,20.188125,19.71,2.68666772559279,18.0,22.5425,0.5,6.6,2.8259374999999998,2.385,1.7717056832966944,1.25,3.8200000000000003,r
23.5,40.0,34.0684375,34.75,3.955144554574541,31.6875,36.69,0.43,9.7,4.988125,4.74,2.487165036613943,3.2725,7.015000000000001,9.0,20.25,15.7284375,15.585,2.9905087595807225,14.185,18.27,0.0,6.72,2.7184375000000003,2.29,1.598832455817117,1.5474999999999999,4.105,9.33,19.67,16.377812499999997,16.71,2.4368299533972806,14.8325,18.33,0.47,5.87,2.91875,2.525,1.488380262719045,2.0175,4.07,r
29.25,42.25,36.3459375,36.375,3.9186986478602734,33.75,39.3125,0.43,8.99,2.5265625,1.87,2.091820644527386,1.15,3.3850000000000002,13.25,23.67,18.455624999999998,18.875,2.9624084986549755,16.31,21.0,0.47,6.61,3.0093750000000004,2.915,1.6048735001902497,1.7425,4.2075,12.33,24.75,18.5290625,17.75,3.267943379474561,15.9375,20.5425,0.0,7.63,2.971875,2.74,1.7209814107447623,2.0575,3.6025,r
42.0,42.0,42.0,42.0,0.0,42.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,21.5,18.763125000000002,18.375,1.2767889094736211,18.0,19.125,0.0,1.3,0.33406250000000004,0.43,0.32794432429714293,0.0,0.5,14.0,21.0,17.474062500000002,17.5,2.0084111187140428,15.75,18.625,0.0,2.16,0.791875,0.825,0.4476709441024159,0.4925,1.09,r
31.67,44.25,37.169375,36.375,3.545515966363984,34.5625,39.75,0.0,6.76,2.36125,2.14,1.7273861476884103,1.09,3.4324999999999997,8.0,21.0,15.89875,15.5,3.1808922972102676,13.9175,18.6175,0.0,6.73,2.3268750000000002,2.145,1.6543441103603178,1.18,2.99,12.0,20.33,16.590625000000003,16.585,2.306516627213622,15.25,18.27,0.0,8.34,2.8075,2.49,1.8465259447178448,1.4224999999999999,3.7,r
24.75,41.0,34.794062499999995,35.0,4.428576454722508,31.9375,38.125,0.87,12.82,4.9825,4.654999999999999,2.509012143351218,3.2075,6.487500000000001,9.67,21.33,14.940312500000001,14.875,2.666409310078062,13.375,16.69,1.0,6.18,3.6890625,3.285,1.6048019863280891,2.6675,5.074999999999999,8.0,23.33,16.674374999999998,17.25,3.3376724916160248,14.75,18.69,0.47,7.07,2.8671875,2.385,1.902631851859334,1.3,4.16,r
27.67,43.0,36.17218750000001,34.875,4.733684191855832,32.730000000000004,40.875,0.0,7.7,2.953125,2.205,2.068027636771717,1.67,4.0625,10.0,23.0,16.618125,16.0,2.79694814961109,14.625,18.415,0.0,7.4,3.1275,2.975,1.8210719990726485,1.67,4.4,13.0,24.5,18.9371875,19.0,2.909188152327924,17.25,20.875,0.47,6.6,3.1059375000000005,3.3,1.7038057199844157,1.7,4.56,r
30.67,44.0,37.046875,35.415,3.728830515876128,33.95,40.5625,0.0,6.13,2.61,2.165,1.6308477906073982,1.4925,3.29,6.0,24.0,15.59625,15.0,4.225140387054918,12.8325,18.375,0.0,6.44,2.7715625,2.605,1.6182210650348674,1.8525,3.535,10.0,20.33,16.558437499999997,16.875,2.8017081303341795,14.73,19.0625,0.0,7.71,2.6478125,2.49,1.7727557086128236,1.4375,3.7875,r
26.5,42.33,36.0728125,35.625,4.035224928275275,34.0,39.25,0.0,12.5,3.61125,2.755,2.7078556568001395,1.75,4.5275,11.5,26.5,17.8990625,17.375,4.303973677350105,14.9375,20.375,0.83,8.5,3.9862499999999996,3.015,2.5038161197041453,2.015,5.9575,11.33,21.67,17.2240625,17.25,2.121190869687394,16.25,18.625,0.5,8.04,2.8984375,2.605,1.501421067447168,2.2225,3.2775,r
28.25,30.0,29.072499999999998,29.0,0.40680501789019924,29.0,29.33,0.0,0.5,0.246875,0.43,0.2365400804883167,0.0,0.47,4.25,12.75,11.6275,12.0,1.6118412632962702,12.0,12.0,0.0,2.28,0.26968749999999997,0.0,0.48399203122605494,0.0,0.44,15.75,19.0,17.864687500000002,18.125,0.8600299483720167,17.2475,18.5,0.0,1.25,0.55875,0.5,0.31830954704805114,0.43,0.82,g
42.0,42.5,42.1478125,42.0,0.17457292357396448,42.0,42.25,0.0,0.5,0.21125,0.0,0.22944181917666354,0.0,0.43,0.0,10.75,5.1890624999999995,4.365,3.1664382752244595,3.0,8.5,0.0,2.77,0.8534375,0.905,0.7023766537333636,0.3525,1.25,6.5,13.0,11.2346875,12.0,1.6854615226562837,10.9375,12.25,0.0,4.5,1.02375,0.85,1.0262231097416108,0.43,1.2625,r
38.33,44.67,41.379999999999995,41.585,2.051477830814309,39.25,43.05,0.0,1.7,0.475,0.47,0.37960930679641086,0.3225,0.5525,6.0,16.0,11.510312500000001,12.415,2.9364445083819395,9.0,13.5425,0.0,4.11,0.8684375000000001,0.5,0.880377885782119,0.43,1.25,9.33,17.33,13.434999999999999,13.29,2.04396041878222,11.9375,15.0,0.0,1.79,0.796875,0.82,0.39917202613862224,0.47,1.0275,r
30.75,44.0,37.14093750000001,36.5,3.5964986192890978,35.125,39.0,0.0,6.76,2.4209375,2.145,1.5748186979622805,1.1875,3.7800000000000002,3.0,22.5,15.682500000000001,15.835,4.057502807424545,13.0,18.4975,0.0,9.0,3.0700000000000003,2.545,2.0774503604177883,1.64,3.9924999999999997,11.5,20.0,16.2184375,15.875,2.199123152788182,15.0,18.0825,0.82,8.75,3.3290625,2.9050000000000002,1.907821523022968,1.7675,4.6725,r
24.75,43.75,35.544375,36.375,4.470462873847809,33.2475,39.0,0.71,7.76,3.720625,3.35,2.099251690791345,2.005,5.1025,8.67,20.0,14.3459375,14.625,2.880923753483784,11.75,16.0625,1.0,6.14,3.3009375,2.95,1.4219372504983612,2.4875,4.2825,11.25,21.75,15.9478125,15.5,2.3954563635174257,14.5,17.27,0.43,5.72,3.1784375000000002,3.035,1.306065525637234,2.335,3.9775,r
29.75,42.25,37.1159375,36.375,3.4750473279441265,35.4375,40.1875,0.0,5.45,2.1940625,2.045,1.7299055714952545,0.83,3.4325,8.5,20.5,14.625,14.54,2.873258238172442,13.1875,16.064999999999998,0.0,5.12,2.260625,2.2350000000000003,1.502131684232176,1.21,3.325,6.0,21.0,15.5321875,15.85,3.054376800777703,14.0,17.0625,0.0,6.1,2.8859375,2.5,1.498663618404421,2.1025,4.105,r
