0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,label
45.5,47.0,46.49227272727273,46.5,0.2956338117491819,46.5,46.5,0.0,0.83,0.47409090909090906,0.5,0.18458857961137173,0.47,0.5,15.0,18.0,15.77318181818182,15.5,0.8435999185104409,15.25,15.75,0.0,0.71,0.31090909090909086,0.43,0.24686431767671763,0.0,0.5,10.5,13.75,12.24590909090909,12.29,0.8671225490964443,11.5625,12.9375,0.0,2.28,1.1768181818181818,1.12,0.5489764186421019,0.83,1.4625,r
41.0,41.67,41.401818181818186,41.5,0.18525751353277528,41.25,41.5,0.47,0.83,0.6163636363636363,0.5,0.16360653888857732,0.5,0.8274999999999999,3.75,6.67,5.643636363636364,5.875,0.8472507103766667,5.5,6.3100000000000005,0.0,1.48,0.8231818181818181,0.85,0.43141391420301384,0.47,1.195,1.0,4.0,2.0186363636363636,2.0,0.9602246535480045,1.27,2.2475,0.0,1.09,0.48681818181818176,0.485,0.42795623233753327,0.0,0.82,r
32.25,45.0,37.17409090909091,36.375,3.730103610320086,34.3125,39.6875,0.43,6.6,2.3145454545454545,1.455,1.6565303017731492,1.3,3.3899999999999997,10.5,23.75,16.28772727272727,16.415,4.041562559466069,12.4975,19.44,0.43,6.1,2.691363636363636,2.25,1.643765408631876,1.4274999999999998,3.84,12.5,23.67,19.841363636363635,19.875,2.74125153109122,18.5425,22.105,0.47,9.07,3.4372727272727275,2.915,2.171848415779872,2.1275,4.085,r
24.5,40.75,33.15863636363636,33.54,4.428188165932026,31.27,35.565,1.5,13.48,5.6886363636363635,4.79,3.1797937870463437,3.3850000000000002,7.49,8.0,20.75,15.393636363636363,15.375,3.4172107052871357,13.8125,18.1875,0.0,7.4,3.161363636363636,3.1950000000000003,1.771879001175079,1.845,4.1175,10.0,23.33,16.544999999999998,16.75,3.2760309173493116,14.815,18.375,0.47,5.12,3.1481818181818184,3.15,1.4814138560804044,1.9475,4.8125,r
29.25,42.0,36.094545454545454,36.0,3.6484161302872598,33.707499999999996,38.25,0.0,9.71,2.909090909090909,2.025,2.657752199368247,1.1225,3.815,13.25,24.0,18.397727272727273,18.25,3.081938060343233,16.1875,20.6875,0.82,7.73,2.3677272727272727,1.92,1.6416453181638693,1.2625,2.8,7.67,25.0,17.299545454545456,17.0,4.186765403680334,14.4375,20.125,1.0,8.81,3.911818181818182,3.88,1.9421726576271825,2.6375,4.574999999999999,r
27.5,50.75,39.677727272727275,39.25,7.614336060114739,34.125,47.1875,0.0,6.06,0.8845454545454546,0.5,1.3643967000027357,0.43,0.7474999999999999,8.67,23.25,17.257727272727273,18.625,3.857908305481934,16.0,19.875,0.0,3.0,1.0527272727272727,1.0,0.8375541592619369,0.4475,1.3,8.5,22.5,17.55272727272727,18.5,3.884227179146552,14.25,20.5,0.0,5.12,1.6222727272727275,1.2650000000000001,1.2889121726264319,0.84,2.09,r
41.75,54.0,53.06818181818182,54.0,2.912597656427181,54.0,54.0,0.0,2.59,0.24954545454545454,0.0,0.651061238233959,0.0,0.0,5.5,15.0,12.723636363636365,13.0,1.772527239241421,12.27,13.6275,0.0,3.5,1.145909090909091,1.06,0.8552006675735128,0.5525,1.25,7.25,21.0,17.166363636363634,17.5,2.452636182238255,17.25,17.75,0.0,3.56,0.8872727272727272,0.77,0.7525207278789375,0.44,1.1125,r
27.75,43.67,35.18666666666666,36.5,4.4648363165219545,31.67,38.0,1.22,12.13,4.645238095238095,3.49,2.847175124658859,2.6,5.66,9.75,23.33,16.209999999999997,16.0,3.175170861544304,14.25,18.25,0.94,9.01,3.6152380952380945,2.86,2.082283888060461,2.24,4.5,10.75,23.75,16.851428571428567,17.75,3.7874005408911873,14.25,19.33,0.0,7.07,3.3138095238095238,2.86,1.9941225543844496,1.79,4.15,r
29.75,43.0,36.96227272727273,36.25,3.863150616269405,34.3125,40.75,0.43,6.87,2.7354545454545454,1.955,2.0828477009744484,1.1700000000000002,4.155,10.67,21.5,16.08636363636364,15.25,3.025649942699514,13.895,17.875,0.43,6.0,2.7177272727272723,2.175,1.6066229943230133,1.67,3.8225,10.0,21.25,16.193636363636365,17.0,2.9502163689086642,13.8125,18.565,0.83,6.94,2.8436363636363633,2.5949999999999998,1.3330400110258025,2.13,3.2849999999999997,r
26.0,41.75,35.01571428571428,36.33,4.707115434561353,31.0,38.5,0.0,10.17,4.216666666666667,3.42,2.6648964958011656,2.17,5.35,9.67,20.67,15.540000000000001,16.0,2.916479041584218,13.75,17.25,0.47,7.18,3.179047619047619,2.77,1.647940850764689,2.16,4.56,12.0,20.5,15.983809523809523,16.25,2.301546167667458,14.25,17.75,0.5,8.38,3.475238095238095,3.27,1.753569556783018,2.59,3.77,r
