0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,label
46.25,47.0,46.61652173913044,46.5,0.1910880019936597,46.5,46.71,0.0,0.5,0.41739130434782606,0.5,0.16736507160598318,0.43,0.5,15.0,15.75,15.293478260869565,15.25,0.2831897644473526,15.0,15.5,0.0,0.87,0.2965217391304348,0.43,0.25855558037352916,0.0,0.47,11.25,16.0,13.64086956521739,13.5,1.3904803389917204,12.625,14.415,0.0,2.16,1.0426086956521738,0.94,0.5465779274998576,0.77,1.17,r
41.0,41.67,41.40956521739131,41.5,0.1632198255802606,41.25,41.5,0.47,0.83,0.6104347826086957,0.5,0.163331182261117,0.5,0.83,3.33,7.33,5.724347826086956,6.0,0.9737127917361021,5.125,6.33,0.0,1.41,0.726086956521739,0.71,0.36590782657577453,0.47,0.94,1.0,5.25,2.6591304347826084,2.33,1.0956148669851524,2.0,3.375,0.0,1.25,0.6878260869565217,0.82,0.3200419932920611,0.47,0.85,r
33.25,45.0,37.06130434782609,36.0,3.4718927302603664,34.375,39.125,0.43,6.6,2.0865217391304345,1.3,1.5110400051729937,1.275,3.02,10.5,23.75,17.25695652173913,17.0,3.5408658863753146,15.54,20.085,0.43,6.1,2.5991304347826087,2.45,1.4913871305340305,1.49,3.295,15.33,24.0,20.101739130434783,20.5,2.1504791266850978,18.71,21.96,0.0,7.69,3.3465217391304347,3.09,1.895675961703016,2.19,4.315,r
24.5,40.75,32.92739130434782,34.0,4.554295891484618,30.25,35.835,0.0,13.48,4.928260869565217,4.36,3.2350757363256344,3.35,6.555,8.33,18.75,15.040869565217392,15.0,2.6420427927225316,13.665,17.165,0.0,6.04,3.1047826086956527,3.27,1.763529182595404,1.5499999999999998,4.5649999999999995,11.33,20.33,15.74086956521739,15.5,2.5790271475244273,14.25,17.875,0.47,6.02,3.4508695652173915,3.74,1.5847136622444913,2.115,4.779999999999999,r
29.25,42.0,36.33347826086956,37.67,3.420485888790512,34.165,38.25,0.0,9.71,2.603478260869565,1.7,2.459934604998589,1.0150000000000001,3.79,10.75,24.0,17.93086956521739,18.25,3.3977478009082835,15.875,19.835,0.47,7.73,2.617391304347826,2.12,1.7389161132762725,1.3,3.785,7.67,25.0,17.362608695652174,17.25,4.10097795142851,14.5,20.875,1.25,6.54,3.3573913043478267,3.67,1.292721644056391,2.52,4.045,r
42.0,50.75,44.08695652173913,42.0,3.2259676980609724,42.0,46.375,0.0,3.27,0.42391304347826086,0.0,0.7607217812436412,0.0,0.5,8.67,21.0,18.934782608695652,20.0,3.1095159950256184,18.875,20.875,0.0,2.16,0.657391304347826,0.5,0.6402784720253605,0.0,1.0,8.5,19.75,15.706521739130435,16.0,2.6205613706290496,14.625,17.25,0.0,5.12,1.4556521739130432,1.0,1.3139386525286085,0.5,1.685,r
41.33,54.0,43.47826086956522,41.5,4.160402791004642,41.5,42.25,0.0,2.59,0.7426086956521738,0.5,0.6498056869788378,0.485,0.5,5.5,15.0,11.542173913043479,12.0,1.7406998501693067,10.75,12.125,0.0,3.5,0.671304347826087,0.43,0.9743403565668326,0.0,0.5,7.25,21.0,14.376086956521737,14.0,2.722798926122688,13.71,14.365,0.0,3.56,0.9969565217391304,0.94,0.6675629679704631,0.81,1.0,r
29.75,42.75,36.796956521739126,35.5,3.821831349191128,33.875,40.75,0.43,6.87,2.6391304347826083,2.12,1.8809787419500477,1.355,3.855,10.67,21.33,16.202173913043474,15.5,2.8239414050735077,14.125,18.375,0.43,5.48,2.753478260869565,3.03,1.5214753865175261,1.605,3.8049999999999997,13.0,19.0,15.95304347826087,16.0,1.9358870054896582,14.29,17.375,0.0,5.24,2.9378260869565223,2.69,1.3237514066324028,2.14,4.1899999999999995,r
27.5,42.0,34.75695652173913,35.0,3.5908133223833194,32.125,36.875,0.43,16.2,4.980869565217391,4.06,3.7488336526099304,2.47,7.4,9.5,20.33,14.910434782608698,14.67,2.6306661414603876,13.0,17.125,0.82,6.34,3.098695652173913,2.95,1.6160285335797366,1.765,4.050000000000001,11.5,22.0,17.001304347826085,17.5,2.5824042785178913,15.125,18.875,0.0,6.02,3.0273913043478258,2.87,1.5308946207760181,1.895,4.075,r
47.75,48.0,47.98913043478261,48.0,0.05212860351426869,48.0,48.0,0.0,0.43,0.018695652173913044,0.0,0.08966119804454215,0.0,0.0,9.5,13.0,11.159130434782607,11.25,1.0365016030487024,10.375,12.0,0.0,1.3,0.45913043478260873,0.5,0.36335448561073075,0.0,0.71,9.67,13.25,11.703043478260868,12.0,0.8230621029402597,11.0,12.29,0.0,1.3,0.6213043478260869,0.5,0.4691801781039899,0.215,0.97,r
