44.2,0.75,19.75,0.83,35.4,1.2
45.0,0.0,21.75,0.83,35.0,1.41
45.0,0.0,23.33,0.47,36.0,0.0
45.0,0.0,24.0,0.0,36.0,0.0
45.5,0.5,24.0,0.0,36.25,0.43
46.25,0.43,24.0,0.0,36.25,0.43
45.5,0.5,24.0,0.0,36.0,0.0
45.0,0.0,21.25,0.43,36.0,0.0
44.75,0.43,18.75,1.3,34.5,1.5
44.0,0.71,18.5,0.5,35.0,1.22
43.5,0.5,21.0,0.0,34.5,1.5
44.25,0.43,21.0,0.0,35.25,1.3
45.0,0.0,21.0,0.0,33.75,1.3
45.0,0.0,22.75,1.09,36.0,0.0
45.25,0.43,24.0,0.0,36.0,0.0
45.5,0.5,24.0,0.0,36.0,0.0
45.5,0.5,24.0,0.0,36.0,0.0
45.5,0.5,24.0,0.0,36.0,0.0
45.0,0.0,21.75,0.83,33.75,1.3
44.75,0.43,20.0,0.0,34.5,1.5
43.75,0.83,20.25,0.43,34.0,1.0
43.5,0.5,19.25,0.43,33.0,0.0
43.75,0.43,20.25,0.83,33.0,0.0
45.0,0.0,21.25,0.43,33.0,0.0
45.0,0.0,24.0,0.0,35.25,1.3
45.67,0.47,24.25,0.43,36.33,0.47
46.5,0.5,26.67,0.47,36.33,0.47
46.75,0.43,27.5,0.5,37.0,1.0
46.67,0.47,27.0,0.0,36.33,0.47
46.0,0.71,24.5,0.5,36.0,0.0
45.0,0.0,24.0,0.0,35.25,1.3
44.5,0.87,21.75,0.83,33.0,0.0
42.75,0.83,21.0,0.0,33.0,0.0
42.75,0.43,21.0,0.0,33.75,1.3
44.5,0.5,22.0,0.71,33.75,1.3
45.0,0.0,24.0,0.0,35.25,1.3
46.0,0.0,25.75,1.3,36.5,0.5
47.0,0.0,27.0,0.0,36.5,0.5
46.5,0.5,26.33,0.47,36.0,0.0
46.0,0.71,24.0,0.0,35.25,1.3
45.0,0.0,22.0,2.12,36.0,0.0
43.0,1.41,16.5,2.96,33.0,0.0
41.75,0.43,15.25,1.48,30.25,0.43
41.25,0.43,19.0,1.22,30.0,0.0
41.75,0.43,22.75,1.3,29.0,0.71
42.5,0.87,24.0,0.0,29.0,0.0
44.0,0.0,24.67,0.47,30.0,0.0
45.0,0.0,26.25,0.43,30.0,0.0
45.0,0.0,26.5,0.5,31.0,0.71
45.5,0.5,25.75,0.43,32.0,0.0
45.0,0.0,26.25,0.43,32.0,0.0
45.0,0.0,25.0,0.71,32.0,0.0
44.0,1.22,22.67,1.25,32.0,0.0
42.25,0.43,20.0,1.0,33.0,0.0
42.0,0.0,18.25,0.43,32.0,0.0
42.25,0.43,17.5,0.87,32.0,0.0
43.67,0.47,18.0,1.58,30.67,0.47
44.75,0.43,21.5,0.87,31.0,0.71
45.0,0.0,24.0,0.0,31.0,0.0
45.5,0.5,25.75,0.43,30.75,0.43
45.25,0.43,27.0,0.0,30.0,0.0
45.0,0.0,25.5,1.12,30.0,0.0
44.25,0.83,18.75,4.44,30.0,0.0
42.0,0.71,11.67,1.25,30.0,0.0
41.75,0.43,12.0,1.41,30.0,0.0
42.0,0.0,6.5,2.96,30.0,0.0
42.33,0.47,16.25,3.27,30.0,0.0
44.25,0.83,23.5,0.5,30.0,0.0
45.0,0.0,24.0,0.0,31.5,0.87
45.0,0.0,24.25,0.43,32.0,0.0
45.0,0.0,24.25,0.43,30.75,0.83
43.75,1.09,23.25,0.83,30.0,0.0
41.75,0.43,19.25,1.09,30.5,0.5
41.75,0.43,19.5,1.12,30.75,0.83
42.0,0.0,20.5,0.87,32.0,0.71
43.5,0.5,22.33,0.94,32.67,0.47
45.0,0.0,24.0,0.0,33.0,0.0
45.0,0.0,24.5,0.87,33.0,0.0
45.25,0.43,26.75,0.43,34.5,1.5
45.0,0.0,25.25,0.83,33.75,1.3
44.75,0.43,25.0,0.71,32.75,0.43
43.0,1.22,24.0,0.0,30.0,0.0
42.0,0.0,22.5,1.12,30.5,0.5
42.0,0.0,21.0,0.0,30.0,0.0
43.0,1.0,21.25,0.43,31.25,0.43
45.0,0.0,23.75,0.43,33.0,0.0
45.0,0.0,25.0,0.71,33.0,0.0
45.33,0.47,26.0,0.82,33.0,0.0
45.5,0.5,26.75,0.43,33.0,0.0
45.5,0.5,26.0,0.71,33.0,0.0
45.0,0.0,24.25,0.43,32.75,0.43
43.5,1.12,23.75,0.43,31.5,0.5
41.25,1.48,21.0,0.0,30.25,0.43
39.0,0.71,23.33,0.94,30.67,0.47
41.0,1.0,20.75,0.43,30.75,0.43
43.5,1.12,21.0,0.0,32.33,0.94
45.0,0.0,24.0,0.0,33.0,0.0
45.0,0.0,24.0,0.0,33.0,0.0
44.0,1.22,24.0,0.0,32.25,0.83
42.67,0.94,20.0,1.22,31.0,0.0
37.5,1.5,23.5,0.87,31.0,0.71
35.0,1.41,25.33,0.94,32.75,0.43
38.33,1.7,24.0,0.0,32.5,0.5
43.0,1.0,23.5,0.5,33.75,1.3
45.0,0.0,23.5,1.8,37.25,1.3
46.25,0.43,26.25,1.3,38.0,1.0
46.5,0.5,24.75,0.83,38.0,1.0
46.5,0.5,26.67,0.47,37.67,0.94
46.5,0.5,25.67,0.94,37.67,0.94
46.25,0.83,24.0,0.0,38.25,0.83
45.33,0.47,25.25,1.09,38.0,0.82
45.33,0.47,24.0,0.0,37.75,1.3
45.0,0.0,24.0,0.0,37.5,1.5
45.0,0.0,24.0,0.0,38.0,1.0
45.0,0.0,24.0,0.0,37.75,1.3
45.0,0.0,23.5,0.5,38.25,0.83
45.0,0.0,24.25,0.43,38.0,1.0
45.0,0.0,24.0,0.0,37.75,1.3
45.0,0.0,23.25,0.83,36.5,0.87
44.25,0.83,24.0,0.0,36.0,0.0
