38.33,5.91,15.33,2.49,17.25,4.92
36.5,0.5,18.67,1.7,15.33,2.36
40.75,1.64,12.0,7.35,11.75,2.49
34.33,3.09,11.0,2.94,19.0,3.32
32.33,2.62,19.0,1.22,20.33,0.94
33.25,6.02,16.5,3.35,13.33,8.81
36.75,3.27,17.75,2.77,17.75,2.59
33.5,3.57,14.67,4.78,13.67,1.7
40.67,1.25,11.25,3.56,10.0,5.1
35.5,4.82,17.0,3.0,17.0,3.74
32.0,2.83,8.5,3.57,13.67,1.89
34.5,6.69,11.5,2.5,16.5,3.35
34.25,4.26,14.0,4.18,16.5,3.2
39.33,2.49,12.0,2.45,11.0,2.92
42.33,0.94,17.0,3.56,17.0,3.39
35.75,3.49,7.5,2.69,16.5,4.03
30.0,0.0,11.0,3.0,16.75,5.17
35.75,7.36,12.25,2.68,16.67,2.36
33.75,2.28,15.0,6.52,16.25,3.34
40.5,1.5,9.5,2.5,11.0,3.74
43.75,1.09,14.5,0.87,13.25,2.05
35.5,4.82,14.33,1.7,16.67,5.44
30.25,1.79,14.0,1.22,20.5,1.5
35.75,6.02,11.25,6.61,12.0,2.12
33.75,3.9,16.75,5.85,18.0,3.56
38.5,2.5,13.67,4.19,9.67,3.3
43.33,1.25,18.33,1.7,18.33,0.47
36.75,3.27,16.5,0.87,20.0,1.0
27.5,2.18,8.0,1.63,18.0,3.54
36.0,4.12,14.75,2.17,15.75,1.79
35.5,2.18,17.25,2.49,16.75,1.3
41.75,2.49,10.33,1.7,14.33,0.94
41.0,3.67,14.0,0.82,19.25,3.11
33.25,2.77,12.25,1.79,16.0,7.79
30.5,6.65,10.67,4.19,14.5,6.5
38.0,1.58,17.75,2.95,18.75,3.11
36.25,2.05,12.33,3.68,15.0,0.0
41.75,1.79,11.25,1.09,13.5,1.5
36.5,3.57,13.25,2.38,20.25,2.95
27.0,4.24,18.75,2.49,16.33,3.68
32.25,8.79,16.0,2.0,17.25,3.03
36.75,1.3,16.5,4.5,15.25,3.7
36.6,3.5,15.25,3.11,11.2,3.66
43.0,1.63,8.0,4.06,9.0,3.56
37.75,5.21,15.0,3.61,14.0,5.61
35.67,2.62,13.67,4.99,14.75,4.32
29.75,7.82,14.25,3.77,18.0,2.16
36.75,2.86,18.25,2.38,16.0,2.83
36.0,2.12,10.67,6.13,11.33,0.94
41.5,0.87,19.5,2.5,15.0,0.0
36.25,4.02,12.25,5.76,14.25,1.92
29.0,2.83,12.75,1.3,13.0,2.45
38.0,3.74,11.0,3.24,13.0,3.74
34.75,3.49,15.0,2.16,12.67,6.18
39.33,2.05,12.33,4.11,14.0,1.73
43.0,1.41,15.5,5.5,16.67,2.49
38.25,2.49,16.0,2.12,14.0,3.67
30.75,5.36,20.0,3.24,17.5,6.22
34.25,6.26,11.0,7.31,12.25,6.1
35.75,1.64,15.5,4.03,12.25,3.27
40.0,2.45,12.75,2.86,12.75,3.34
41.5,3.35,16.75,3.03,20.0,0.71
32.25,2.86,14.33,3.86,14.75,5.07
28.5,5.02,16.5,6.69,14.0,5.24
38.0,2.35,15.25,3.42,13.25,4.76
36.0,2.12,15.0,3.0,16.67,0.47
40.33,1.25,13.0,4.32,9.75,2.49
42.67,0.94,13.25,5.67,7.0,2.16
38.5,1.66,9.75,6.02,18.5,5.12
28.25,3.27,21.5,0.5,16.75,2.38
37.75,5.31,16.25,3.34,12.67,4.11
34.0,2.83,14.33,0.47,16.0,2.74
36.75,4.44,15.0,1.63,10.67,1.25
40.0,2.74,14.75,3.27,15.75,3.56
31.5,4.5,21.75,3.34,13.75,2.86
33.5,6.5,18.5,4.33,16.75,1.92
37.75,2.49,19.0,2.16,15.25,3.11
34.75,3.49,14.0,2.94,14.75,2.17
42.25,1.09,15.0,4.24,8.5,2.5
